data_layer,数据获取方,来源编号,date,日均气温_℃,日最高气温_℃,日最低气温_℃,日最高体感温度_℃,日均体感温度_℃,日均相对湿度_pct,日均露点_℃,日均云量_pct,日均风速_kmh,日最大风速_kmh,日降水量_mm,全日降水小时数_h,日最低能见度_m,日均能见度_m,雾时数_h,轻雾时数_h,日均PM25_ugm3,日均PM10_ugm3,白天降水量_mm,白天降水小时数_h,白天均能见度_m,白天雾时数_h,海表温度_均值_℃,海表温度_最高_℃,最大浪高_m,source_label
L0,脚本抓取,L0-B1d,2015-05-09,11.56,14.8,7.9,11.4,8.77,57.8,3.22,80.2,9.0,15.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-10,11.72,13.1,9.7,10.3,9.35,68.1,5.9,93.7,9.53,15.1,4.0,7,,,,,,,0.4,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-11,11.54,13.4,8.6,11.7,10.44,86.7,9.37,82.5,6.55,8.9,8.9,12,,,,,,,2.5,5,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-12,13.88,21.3,6.6,16.9,11.18,60.8,5.24,46.3,12.63,23.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-13,18.32,25.2,9.8,25.6,17.28,59.2,9.65,29.1,9.85,13.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-14,19.5,24.5,13.6,25.0,18.16,48.2,7.52,29.0,8.12,15.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-15,16.94,20.6,13.2,20.1,13.83,36.0,1.27,19.5,11.08,16.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-16,19.06,26.3,10.3,23.0,16.48,43.4,4.85,4.7,12.08,20.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-17,19.4,23.3,15.1,22.1,18.51,66.2,12.62,32.7,13.97,24.8,12.5,4,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-18,19.62,25.6,14.4,23.1,18.22,58.0,8.49,45.3,11.8,23.3,2.9,5,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-19,18.28,23.5,12.5,18.9,14.32,33.2,1.41,23.4,16.14,25.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-20,19.24,26.5,10.4,25.4,17.2,45.1,5.79,11.8,9.69,12.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-21,21.08,27.5,13.6,24.2,18.25,41.4,6.81,89.1,15.47,25.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-22,20.24,25.3,14.5,24.0,18.29,46.6,8.05,36.7,12.66,18.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-23,19.47,24.9,14.8,25.1,18.94,61.1,11.45,32.8,9.47,18.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-24,21.05,27.0,13.5,26.6,20.28,56.8,11.42,18.9,10.81,20.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-25,23.14,29.5,16.4,28.8,22.24,49.7,11.56,2.5,12.02,21.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-26,24.15,30.7,17.2,29.6,23.43,52.6,13.12,0.0,14.09,23.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-27,22.57,28.1,17.5,28.8,22.96,63.0,14.68,55.9,9.95,19.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-28,20.58,24.8,16.4,24.2,20.18,63.5,13.04,91.2,11.35,21.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-29,20.33,23.6,17.9,25.0,22.03,79.6,16.58,96.7,4.45,7.4,0.4,2,,,,,,,0.2,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-30,20.25,24.5,16.0,23.5,19.15,54.7,9.05,28.9,10.0,16.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-05-31,23.03,29.3,15.6,29.0,22.48,58.8,14.17,11.1,15.56,28.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-01,24.19,28.6,19.0,30.5,25.57,69.8,17.99,90.7,11.51,15.5,17.3,3,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-02,21.92,27.2,17.1,27.5,22.64,66.5,14.1,43.9,7.91,16.2,0.8,2,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-03,22.51,29.4,14.1,28.7,21.53,50.1,9.71,44.1,9.7,14.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-04,20.47,23.7,16.4,23.1,19.97,62.9,12.79,94.8,9.89,14.7,5.4,8,,,,,,,1.3,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-05,19.94,25.3,16.2,26.6,20.47,74.0,14.76,63.8,9.46,15.1,0.7,3,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-06,20.55,23.2,16.2,23.8,20.98,73.6,15.51,44.0,11.77,23.8,0.3,1,,,,,,,0.2,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-07,21.35,25.6,16.3,27.3,22.32,68.0,14.52,55.7,6.56,10.8,0.4,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-08,22.3,27.5,16.8,27.2,22.15,56.5,12.41,28.4,9.05,14.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-09,21.7,25.6,18.0,26.8,21.56,60.2,13.47,75.6,10.05,14.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-10,20.33,23.6,18.7,25.4,21.82,87.1,18.08,96.0,10.41,16.0,64.1,14,,,,,,,21.8,8,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-11,21.08,24.9,17.5,26.2,22.09,79.1,17.0,51.1,11.55,18.2,15.2,6,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-12,21.51,25.5,16.2,27.3,22.78,68.5,15.2,27.5,5.25,9.8,0.2,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-13,20.21,23.2,17.6,24.5,21.49,83.2,17.2,63.4,9.13,15.0,6.7,10,,,,,,,6.3,8,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-14,21.49,25.4,16.6,28.3,23.07,76.0,16.85,12.7,7.21,10.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-15,22.49,26.9,16.8,29.2,24.25,76.0,17.77,58.9,8.25,12.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-16,23.68,27.8,20.2,30.5,25.83,70.6,17.87,30.7,7.22,13.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-17,23.77,27.4,21.3,30.2,26.25,72.3,18.23,56.6,6.29,15.2,9.4,6,,,,,,,0.9,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-18,22.18,26.5,16.9,28.8,23.52,68.9,15.61,16.2,6.94,12.3,1.7,2,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-19,20.28,22.4,17.5,23.2,21.31,74.4,15.47,85.2,5.81,8.9,3.2,6,,,,,,,3.1,6,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-20,21.7,25.9,16.8,28.5,23.18,75.6,17.0,15.5,8.03,13.2,0.1,0,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-21,23.3,27.8,18.2,30.6,25.13,72.5,17.8,73.0,8.64,14.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-22,22.56,25.8,19.6,29.3,24.85,77.0,18.25,49.9,7.62,15.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-23,23.21,26.5,19.8,30.7,26.2,82.8,20.05,49.2,7.9,15.5,0.4,2,,,,,,,0.4,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-24,24.2,27.3,20.6,28.7,26.59,75.8,19.43,93.4,8.33,15.3,0.2,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-25,22.85,25.4,20.9,28.3,25.82,84.3,19.98,96.9,6.17,10.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-26,23.01,26.5,19.3,29.4,25.9,82.3,19.7,90.0,6.38,12.0,1.6,3,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-27,23.57,26.4,20.7,29.4,26.6,79.2,19.57,31.5,6.03,11.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-28,24.47,27.4,21.3,30.9,27.83,81.4,20.98,81.0,7.44,15.1,0.1,0,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-29,20.8,24.5,17.5,28.2,21.77,80.2,17.21,94.8,11.97,23.0,8.1,9,,,,,,,7.7,8,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-06-30,21.58,25.6,17.1,25.6,21.57,59.5,13.07,57.5,7.74,11.8,0.2,1,,,,,,,0.2,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-01,23.34,28.4,16.8,28.5,23.36,54.3,12.89,31.5,8.55,12.4,0.3,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-02,22.03,26.9,16.9,26.9,22.48,61.1,13.58,20.6,6.6,10.4,0.1,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-03,20.99,25.4,16.6,26.2,21.1,63.8,13.55,18.0,9.23,12.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-04,21.7,26.2,16.6,27.2,22.5,69.0,15.25,52.5,7.54,14.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-05,22.25,25.4,18.0,27.1,23.37,66.5,15.37,6.1,6.8,12.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-06,22.21,26.3,16.8,28.7,23.62,70.3,16.23,4.5,7.97,13.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-07,22.82,26.8,18.4,28.7,24.73,72.2,17.12,23.8,7.27,13.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-08,24.23,28.8,20.1,31.3,26.61,69.6,17.75,3.0,6.12,15.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-09,25.17,29.4,20.4,31.6,26.96,61.3,16.68,25.9,6.92,14.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-10,24.88,28.0,22.1,31.4,28.41,79.8,21.0,70.0,6.53,13.4,0.7,3,,,,,,,0.7,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-11,26.53,30.8,22.8,33.1,30.25,76.7,21.74,81.6,7.5,15.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-12,26.35,29.7,22.8,33.3,29.89,72.9,20.88,83.4,5.48,8.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-13,29.84,36.1,24.7,37.3,31.8,53.2,18.38,6.0,10.67,15.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-14,29.5,35.0,21.3,36.8,31.27,50.8,17.18,44.8,8.02,14.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-15,29.22,33.8,24.7,34.1,31.28,52.7,17.93,99.9,6.44,13.1,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-16,26.64,27.8,24.2,29.6,28.22,62.8,18.9,99.5,12.12,16.4,0.4,2,,,,,,,0.2,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-17,25.4,29.0,22.3,31.3,28.31,73.0,19.92,55.7,7.21,12.8,1.4,2,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-18,25.37,28.5,23.0,31.2,28.44,74.2,20.19,46.9,6.89,15.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-19,24.6,28.3,21.9,31.2,27.78,82.3,21.25,54.1,9.56,18.8,3.1,2,,,,,,,3.0,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-20,23.98,26.8,22.1,30.1,27.49,86.0,21.41,61.5,7.7,15.5,3.5,5,,,,,,,1.8,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-21,25.32,29.3,22.1,33.8,29.45,83.9,22.24,61.7,7.09,16.8,2.7,4,,,,,,,1.4,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-22,25.0,28.7,22.5,32.1,29.14,86.0,22.38,75.5,7.03,12.9,6.0,8,,,,,,,0.7,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-23,25.54,28.9,22.6,33.2,29.93,83.9,22.43,63.6,6.29,13.4,6.7,7,,,,,,,2.1,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-24,26.34,30.4,22.9,35.5,31.13,83.2,23.1,53.5,6.92,15.5,2.9,3,,,,,,,1.3,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-25,26.22,29.9,23.0,34.6,30.78,83.6,23.07,36.5,7.56,15.1,3.7,2,,,,,,,3.7,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-26,27.81,32.5,24.0,38.1,33.07,80.9,24.0,31.5,7.11,14.7,7.3,2,,,,,,,7.3,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-27,27.4,30.8,24.0,36.8,32.92,84.0,24.3,51.1,6.6,14.8,10.5,5,,,,,,,1.6,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-28,27.94,31.8,25.5,38.6,34.17,85.5,25.17,60.1,5.46,11.4,4.0,4,,,,,,,2.3,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-29,26.92,29.8,24.1,35.5,32.73,89.7,24.98,79.0,6.48,13.0,14.7,7,,,,,,,11.1,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-30,25.95,27.7,24.7,32.3,30.92,88.8,23.91,81.4,7.56,10.7,5.3,10,,,,,,,0.9,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-07-31,25.7,28.8,23.4,31.8,28.85,76.0,21.02,39.2,9.9,15.4,0.4,1,,,,,,,0.4,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-01,25.49,28.5,22.1,33.0,29.53,81.2,21.9,28.7,6.88,10.2,0.1,0,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-02,25.12,28.2,23.3,33.0,30.17,93.5,23.97,94.5,7.22,10.0,18.3,8,,,,,,,14.0,6,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-03,26.57,30.5,23.8,36.4,32.02,87.2,24.08,92.3,5.78,9.0,4.9,4,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-04,26.55,31.3,22.7,34.2,29.65,71.7,20.61,61.0,9.94,15.8,11.2,4,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-05,25.97,29.7,22.1,35.2,30.6,85.2,23.14,74.3,8.65,14.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-06,24.79,27.3,22.9,31.6,28.79,88.0,22.57,91.5,8.8,15.4,2.8,4,,,,,,,1.8,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-07,24.55,27.2,22.2,31.5,28.7,87.8,22.3,78.3,6.64,15.7,2.0,3,,,,,,,2.0,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-08,25.9,30.0,22.7,34.9,30.42,82.7,22.5,64.5,6.59,13.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-09,27.33,31.7,22.6,37.4,32.22,78.6,23.02,39.4,5.92,9.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-10,26.43,30.3,22.6,34.0,30.05,74.8,21.31,18.8,8.08,12.3,0.2,1,,,,,,,0.2,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-11,26.29,30.1,21.6,34.5,29.8,73.6,20.86,10.1,6.91,10.2,0.1,0,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-12,26.85,31.4,22.1,36.1,30.94,75.5,21.83,13.2,6.5,9.4,0.4,1,,,,,,,0.4,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-13,28.56,32.6,25.5,37.1,32.86,69.4,22.2,1.3,7.1,15.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-14,28.09,32.5,23.7,35.9,32.06,73.8,22.75,95.5,10.5,16.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-15,27.28,31.4,22.0,33.9,30.52,69.5,20.47,6.0,9.1,15.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-16,27.29,31.7,22.7,35.2,31.27,76.7,22.31,27.4,9.08,16.5,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-17,27.51,32.5,23.4,35.5,31.17,73.3,21.8,66.2,9.84,17.2,0.4,1,,,,,,,0.4,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-18,27.17,30.5,24.5,34.8,31.71,79.2,23.07,60.0,7.63,15.2,1.4,2,,,,,,,1.4,2,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-19,25.8,29.6,22.4,33.4,30.12,81.5,22.25,75.1,5.36,10.9,7.6,4,,,,,,,7.2,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-20,24.96,29.3,21.0,32.9,28.36,79.9,20.97,33.2,8.12,16.0,2.9,2,,,,,,,2.6,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-21,25.13,29.9,20.6,31.5,26.4,58.9,16.03,19.7,7.65,11.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-22,24.47,26.3,22.5,29.2,27.39,74.5,19.52,62.6,5.05,10.2,2.0,5,,,,,,,1.8,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-23,23.99,26.8,21.0,29.2,26.55,76.6,19.47,55.4,7.33,12.6,9.1,12,,,,,,,5.6,7,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-24,24.55,28.5,21.2,29.8,26.15,69.1,18.26,58.7,10.6,17.1,0.4,1,,,,,,,0.4,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-25,23.25,25.9,21.7,28.2,25.32,79.9,19.55,90.5,10.88,18.6,13.3,12,,,,,,,9.2,5,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-26,23.82,28.1,21.4,31.6,26.28,76.5,19.24,76.1,8.19,14.7,7.3,4,,,,,,,7.3,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-27,23.85,28.4,19.6,30.0,25.58,69.0,17.28,93.5,7.16,10.6,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-28,24.33,29.5,19.2,32.8,27.05,73.5,18.86,82.2,5.48,9.5,1.1,1,,,,,,,1.1,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-29,23.29,26.4,20.0,28.5,25.62,75.8,18.6,71.0,6.81,10.7,5.3,3,,,,,,,5.3,3,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-30,22.83,25.9,19.6,28.6,25.38,78.4,18.71,82.8,5.68,8.5,8.2,7,,,,,,,6.0,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-08-31,22.82,25.5,20.7,27.7,25.47,80.2,19.21,98.1,5.89,10.0,9.2,4,,,,,,,9.2,4,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-01,21.6,24.9,19.7,27.5,23.45,84.8,18.86,98.5,10.14,15.9,13.7,13,,,,,,,8.1,7,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-02,23.45,27.3,20.8,30.3,25.73,76.9,19.05,66.0,8.89,15.5,4.2,1,,,,,,,4.2,1,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-03,23.71,28.4,19.2,30.9,25.7,72.0,17.69,25.9,7.69,13.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-04,22.37,25.8,18.6,27.9,24.31,76.7,17.84,98.5,6.57,9.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-05,22.48,25.4,20.2,25.0,22.76,63.5,14.82,73.7,9.46,14.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-06,21.76,25.9,18.2,23.9,19.8,44.2,8.73,19.1,13.17,21.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-07,21.59,26.8,15.6,28.8,22.69,69.5,15.49,22.7,7.68,14.2,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-08,22.7,27.2,18.3,28.6,24.23,72.1,17.02,76.6,8.06,13.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-09,22.75,26.4,19.6,26.0,23.03,63.1,14.93,42.7,11.04,19.4,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-10,21.11,24.6,18.0,22.7,19.11,43.2,7.83,71.0,10.33,20.8,0.1,0,,,,,,,0.1,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-11,19.07,22.5,15.8,21.0,17.87,55.8,9.61,79.5,7.83,14.7,0.7,3,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-12,18.32,23.2,14.5,20.1,15.75,49.0,6.38,9.9,13.54,20.9,0.7,1,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-13,21.42,28.7,14.5,27.3,20.22,52.6,10.58,0.0,11.22,18.3,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-14,21.32,26.7,15.7,26.3,21.34,65.2,13.94,73.6,9.97,14.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-15,21.77,25.7,17.6,26.7,23.2,72.7,16.3,47.4,6.08,12.0,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-16,21.41,26.3,17.0,27.6,22.73,74.5,16.14,1.7,7.2,13.9,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-17,21.72,26.6,17.4,27.3,23.01,75.2,16.77,62.5,8.23,12.7,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-18,21.23,25.3,17.6,27.0,23.5,83.0,18.09,46.1,4.82,7.9,17.6,6,,,,,,,17.6,6,,,,,,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2015-09-19,21.08,26.2,16.0,27.4,22.18,72.3,15.2,3.2,5.98,8.8,0.0,0,,,,,,,0.0,0,,,,,,friend_archive_open_meteo_era5
